,ID,Gender,Car,Property,Children,Income,Income_Type,Education,Marriage_Status,Housing,Age,Employment_Length,Mobile_Phone,Work_Phone,Phone,Email,Occupation,Family_Size,IDList,6_Month,12_Month,24_Month,Lifetime
20,5008947,1,0,1,0.0,0.06976744186046512,Working,Secondary / secondary special,Married,House / apartment,0.45264111419351183,0.9113786952089704,1,1,1,0,Drivers,0.05263157894736842,"[5008947, 5008948, 5008949, 5008950]",0.0,0.0,1.0,0.0
21,5008951,1,0,1,0.05263157894736842,0.12790697674418605,Working,Secondary / secondary special,Married,House / apartment,0.1603351639019418,0.822183995922528,1,0,0,0,Null,0.10526315789473684,"[5008951, 5008952, 5008953, 5008954]",0.0,0.0,0.0,0.0
22,5008955,0,1,1,0.0,0.06976744186046512,Working,Secondary / secondary special,Married,House / apartment,0.5829134348638396,0.8920107033639144,1,0,0,0,Laborers,0.05263157894736842,"[5008955, 5008956, 5008957, 5008958, 5008959, 5008960, 5008962, 5008963]",0.0,0.0,0.0,0.0
23,5008966,1,0,1,0.0,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.48338334371284597,0.9444444444444444,1,0,1,0,Null,0.05263157894736842,"[5008966, 5008967, 5008971, 5008973]",1.0,1.0,1.0,1.0
24,5008974,0,0,1,0.0,0.055232558139534885,Pensioner,Secondary / secondary special,Married,House / apartment,0.8396082205740814,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5008974, 5008975, 5008976, 5008977, 5008978, 5008979, 5008980]",1.0,1.0,1.0,1.0
25,5008981,1,1,1,0.0,0.055232558139534885,State servant,Secondary / secondary special,Married,House / apartment,0.7577987884277868,0.849388379204893,1,0,1,0,Drivers,0.05263157894736842,"[5008981, 5008983, 5008984, 5008986, 5008987, 5008988]",0.0,1.0,1.0,0.0
26,5008991,0,1,1,0.0,0.1569767441860465,Working,Secondary / secondary special,Separated,House / apartment,0.5148049595199004,0.925012742099898,1,1,1,0,Cleaning staff,0.0,"[5008991, 5008992, 5008993, 5008994, 5008995, 5112861]",0.0,0.0,1.0,0.0
27,5008998,0,1,1,0.0,0.1569767441860465,Working,Higher education,Married,House / apartment,0.17771612976278084,0.9483307849133538,1,0,0,1,Managers,0.05263157894736842,"[5008998, 5008999]",1.0,1.0,1.0,0.0
28,5009000,1,1,1,0.0,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.1380286474551321,0.9483307849133538,1,0,0,0,Drivers,0.05263157894736842,[5009000],0.0,0.0,0.0,0.0
29,5009001,1,0,1,0.0,0.09011627906976745,Working,Secondary / secondary special,Married,House / apartment,0.6475117477212251,0.6012359836901121,1,1,1,0,Laborers,0.05263157894736842,"[5009001, 5009002, 5009005, 5009006, 5009007, 5009008, 5009009, 5009010, 5009012, 5009014]",0.0,1.0,1.0,0.0
30,5009016,0,0,1,0.10526315789473684,0.12209302325581395,State servant,Higher education,Married,House / apartment,0.45037649323444484,0.8028160040774719,1,0,0,1,Null,0.15789473684210525,"[5009016, 5009018, 5009019, 5009020, 5009022, 5009023, 5009024, 5009025]",0.0,0.0,1.0,0.0
31,5009027,0,1,1,0.0,0.1569767441860465,Commercial associate,Secondary / secondary special,Married,House / apartment,0.7004472626394156,0.31027013251783886,1,0,0,1,Laborers,0.05263157894736842,"[5009027, 5112862]",0.0,0.0,0.0,0.0
32,5009028,0,1,1,0.0,0.12790697674418605,Commercial associate,Secondary / secondary special,Married,House / apartment,0.39410066240163044,0.8241590214067278,1,0,0,0,Laborers,0.05263157894736842,"[5009028, 5009029]",1.0,1.0,1.0,1.0
33,5009031,0,0,1,0.0,0.18604651162790697,Working,Secondary / secondary special,Single / not married,House / apartment,0.17352658098850693,0.925012742099898,1,0,0,0,Accountants,0.0,"[5009031, 5009032]",0.0,0.0,0.0,0.0
34,5009033,0,0,0,0.0,0.14738372093023255,Pensioner,Incomplete higher,Civil marriage,Rented apartment,0.6336975598709165,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5009033, 5009034, 5009035, 5009036, 5009037, 5009038]",0.0,0.0,1.0,0.0
35,5009039,0,0,1,0.10526315789473684,0.08430232558139535,Working,Secondary / secondary special,Single / not married,House / apartment,0.3870803374285229,0.96572375127421,1,0,0,0,Core staff,0.10526315789473684,"[5009039, 5009040]",0.0,0.0,0.0,0.0
36,5009042,0,0,1,0.0,0.07848837209302326,Working,Higher education,Married,House / apartment,0.5747607994111985,0.9444444444444444,1,0,0,0,Core staff,0.05263157894736842,"[5009042, 5009043, 5009044, 5009045, 5009046, 5009047]",0.0,0.0,1.0,1.0
37,5009050,0,0,1,0.10526315789473684,0.11337209302325582,Working,Higher education,Married,House / apartment,0.19860725811017377,0.855249745158002,1,0,0,1,Core staff,0.15789473684210525,"[5009050, 5009051, 5009052, 5009053, 5009055]",1.0,1.0,1.0,1.0
38,5009056,1,0,1,0.0,0.11337209302325582,Working,Secondary / secondary special,Single / not married,House / apartment,0.07767649889599726,0.9444444444444444,1,1,0,0,Drivers,0.0,"[5009056, 5009057]",0.0,1.0,1.0,0.0
39,5009058,0,1,1,0.0,0.055232558139534885,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0,0.9503058103975535,1,0,1,1,Private service staff,0.0,[5009058],0.0,0.0,0.0,0.0
40,5009060,0,0,1,0.0,0.043604651162790706,Pensioner,Higher education,Married,House / apartment,0.8402876068618015,24.270897043832825,1,0,1,0,Null,0.05263157894736842,[5009060],0.0,0.0,0.0,0.0
41,5009062,1,1,1,0.0,0.18604651162790697,Working,Secondary / secondary special,Civil marriage,House / apartment,0.1676385664949328,0.8687563710499491,1,0,0,0,Sales staff,0.05263157894736842,"[5009062, 5009063, 5009064, 5009065, 5009066, 5009067, 5009068, 5009069, 5009070]",1.0,1.0,1.0,0.0
42,5009071,0,1,1,0.0,0.1569767441860465,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,0.15710807903527135,0.7989296636085627,1,0,1,1,High skill tech staff,0.05263157894736842,"[5009071, 5009072]",0.0,0.0,1.0,0.0
43,5009074,0,1,1,0.05263157894736842,0.2732558139534884,State servant,Higher education,Married,House / apartment,0.5795731189492159,0.9559760448521917,1,0,1,1,Core staff,0.10526315789473684,"[5009074, 5009075]",0.0,0.0,1.0,0.0
44,5009078,1,0,1,0.05263157894736842,0.09883720930232559,Working,Secondary / secondary special,Married,With parents,0.37553077053728123,0.919151376146789,1,0,0,0,Drivers,0.10526315789473684,[5009078],0.0,0.0,0.0,0.0
45,5009079,0,0,1,0.0,0.055232558139534885,Working,Higher education,Civil marriage,House / apartment,0.14578497423993653,0.7989296636085627,1,0,0,1,Laborers,0.05263157894736842,"[5009079, 5009080, 5009081]",1.0,1.0,1.0,1.0
46,5009083,1,0,1,0.0,0.040697674418604654,Working,Secondary / secondary special,Married,House / apartment,0.7383796637037876,0.6360219164118246,1,0,0,0,Drivers,0.05263157894736842,"[5009083, 5009084]",0.0,0.0,0.0,0.0
47,5009088,1,1,0,0.10526315789473684,0.11337209302325582,Commercial associate,Higher education,Married,House / apartment,0.40995300911509935,0.8106523955147809,1,0,0,0,Laborers,0.15789473684210525,"[5009088, 5009089]",0.0,0.0,0.0,0.0
48,5009090,1,1,1,0.0,0.14244186046511628,Working,Secondary / secondary special,Married,House / apartment,0.29094717771612966,0.7446483180428134,1,0,0,0,Drivers,0.05263157894736842,[5009090],0.0,0.0,0.0,0.0
49,5009092,1,1,1,0.05263157894736842,0.4767441860465117,Working,Higher education,Married,House / apartment,0.26654588688218306,0.925012742099898,1,1,0,0,Managers,0.10526315789473684,"[5009092, 5009094, 5009095]",1.0,1.0,1.0,1.0
50,5009096,0,0,1,0.05263157894736842,0.1569767441860465,Commercial associate,Secondary / secondary special,Married,House / apartment,0.3504500934156145,0.7213302752293578,1,0,0,1,Accountants,0.10526315789473684,"[5009096, 5009097, 5009098]",0.0,0.0,1.0,0.0
51,5009099,0,0,1,0.0,0.18604651162790697,Working,Higher education,Separated,House / apartment,0.3273509596331313,0.96572375127421,1,0,0,0,Managers,0.0,"[5009099, 5009100]",0.0,0.0,0.0,0.0
52,5009103,1,1,1,0.10526315789473684,0.08430232558139535,Working,Secondary / secondary special,Married,With parents,0.30402536375474154,0.7426732925586137,1,0,1,0,Drivers,0.15789473684210525,"[5009103, 5009104, 5009105, 5009106, 5112876]",0.0,0.0,0.0,0.0
53,5009108,1,0,1,0.0,0.21511627906976746,Commercial associate,Secondary / secondary special,Married,House / apartment,0.4434127837853139,0.8260703363914372,1,0,0,0,Security staff,0.05263157894736842,"[5009108, 5009109]",0.0,0.0,0.0,0.0
54,5009110,0,0,1,0.0,0.055232558139534885,Commercial associate,Higher education,Married,House / apartment,0.07660080394044044,0.9812054026503568,1,0,0,1,High skill tech staff,0.05263157894736842,[5009110],1.0,1.0,1.0,1.0
55,5009116,0,0,0,0.0,0.08430232558139535,Commercial associate,Higher education,Separated,With parents,0.4669648417596104,0.9735601427115188,1,0,0,0,Null,0.0,"[5009116, 5009117, 5009118, 5009120, 5009122, 5009123, 5009124, 5009125, 5009126, 5009127, 5009128, 5009129, 5009130, 5009131]",0.0,0.0,1.0,0.0
56,5009133,1,0,1,0.0,0.2296511627906977,Pensioner,Secondary / secondary special,Widow,House / apartment,0.8030345920851496,24.270897043832825,1,0,0,0,Null,0.0,"[5009133, 5009134, 5009135, 5009136, 5009137, 5009138, 5009139, 5009140]",0.0,1.0,1.0,1.0
57,5009141,0,0,0,0.0,0.06976744186046512,Working,Secondary / secondary special,Civil marriage,House / apartment,0.12274245598143008,0.9016946992864424,1,1,1,0,Managers,0.05263157894736842,"[5009141, 5009142]",0.0,0.0,0.0,0.0
58,5009143,1,1,0,0.0,0.12790697674418605,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.6114476589480835,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5009143, 5009144]",0.0,1.0,1.0,1.0
59,5009145,1,1,0,0.0,0.18604651162790697,Working,Higher education,Married,House / apartment,0.4719470078695578,0.7640800203873598,1,1,1,0,Managers,0.05263157894736842,"[5009145, 5009146, 5009147, 5009149, 5009150]",1.0,1.0,1.0,1.0
60,5009151,0,0,0,0.0,0.09883720930232559,Working,Secondary / secondary special,Married,House / apartment,0.6842552227820868,0.8162589194699286,1,0,0,0,Sales staff,0.05263157894736842,"[5009151, 5009152, 5009153, 5009154, 5009155, 5009156, 5009157, 5009158, 5009159, 5009160, 5009161, 5009162]",1.0,1.0,1.0,1.0
61,5009163,0,0,0,0.0,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.30719583309743526,0.7988659531090724,1,0,1,0,Sales staff,0.05263157894736842,"[5009163, 5009164, 5009165, 5009166, 5009168]",0.0,0.0,1.0,0.0
62,5009170,0,1,0,0.0,0.07558139534883722,Pensioner,Secondary / secondary special,Married,House / apartment,0.8711996829530657,24.270897043832825,1,0,1,1,Null,0.05263157894736842,[5009170],0.0,0.0,1.0,0.0
63,5009177,1,1,0,0.0,0.1308139534883721,Working,Incomplete higher,Married,Co-op apartment,0.6134858178112439,0.9210626911314985,1,0,0,0,Laborers,0.05263157894736842,"[5009177, 5009178, 5009179, 5009180, 5009181, 5009182, 5009183]",1.0,1.0,1.0,1.0
64,5009186,0,0,0,0.0,0.1569767441860465,Working,Higher education,Married,House / apartment,0.5709109437807847,0.632071865443425,1,1,1,0,Managers,0.05263157894736842,"[5009186, 5009187, 5009188, 5009189, 5009190, 5009191, 5009192, 5009193]",1.0,1.0,1.0,1.0
65,5009195,0,0,0,0.0,0.17151162790697674,State servant,Secondary / secondary special,Married,House / apartment,0.762271414821944,0.4478211009174311,1,1,1,0,Accountants,0.05263157894736842,"[5009195, 5009196, 5009198, 5009201, 5009202, 5009203, 5009204, 5009205, 5009206, 5009207, 5009208, 5009209, 5009210]",1.0,1.0,1.0,1.0
66,5009213,0,0,0,0.0,0.1569767441860465,Working,Higher education,Married,House / apartment,0.27424559814301075,0.9462920489296636,1,1,1,0,Accountants,0.05263157894736842,"[5009213, 5009215, 5009216, 5009217]",0.0,1.0,1.0,1.0
67,5009220,0,1,0,0.0,0.12790697674418605,Working,Secondary / secondary special,Married,House / apartment,0.40638623110456884,0.9502420998980632,1,1,0,0,Managers,0.05263157894736842,"[5009220, 5009222, 5009223, 5009224, 5009225, 5009226, 5009227, 5009232, 5009233, 5009234, 5009236]",0.0,0.0,0.0,0.0
68,5009238,1,1,0,0.0,0.08430232558139535,Working,Incomplete higher,Married,With parents,0.17675366585517738,0.9385193679918451,1,0,1,0,Drivers,0.05263157894736842,"[5009238, 5009239, 5009240, 5009241]",0.0,0.0,1.0,0.0
69,5009242,0,0,0,0.0,0.03052325581395349,Working,Higher education,Separated,Municipal apartment,0.6563437694615863,0.6670489296636085,1,0,1,0,Core staff,0.0,"[5009242, 5009243, 5009244]",0.0,0.0,0.0,0.0
70,5009246,0,0,0,0.0,0.06976744186046512,Commercial associate,Secondary / secondary special,Married,House / apartment,0.3800033969314386,0.8648063200815495,1,0,1,0,Null,0.05263157894736842,"[5009246, 5009247, 5009248]",0.0,0.0,1.0,0.0
71,5009249,1,1,0,0.05263157894736842,0.06976744186046512,Working,Secondary / secondary special,Married,House / apartment,0.13972711317443232,0.9424057084607543,1,1,0,0,Drivers,0.10526315789473684,"[5009249, 5009250, 5009251, 5009252, 5009253]",0.0,0.0,0.0,0.0
72,5009255,0,0,0,0.0,0.07558139534883722,Working,Secondary / secondary special,Single / not married,House / apartment,0.4801562588461755,0.4285168195718654,1,0,0,0,Cleaning staff,0.0,"[5009255, 5009257, 5009258]",0.0,1.0,1.0,0.0
73,5009260,0,0,0,0.0,0.11337209302325582,State servant,Higher education,Married,With parents,0.400441601087018,0.9190876656472987,1,0,1,0,Core staff,0.05263157894736842,"[5009260, 5009261, 5009262, 5009263]",1.0,1.0,1.0,1.0
74,5009264,0,0,0,0.0,0.008720930232558141,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.7700843571307252,24.270897043832825,1,0,0,0,Null,0.0,[5009264],1.0,1.0,1.0,1.0
75,5009265,1,1,0,0.0,0.20058139534883723,State servant,Higher education,Married,With parents,0.1572213100832247,0.8958333333333334,1,1,1,0,Managers,0.05263157894736842,"[5009265, 5009266, 5009267, 5009268, 5009269]",0.0,0.0,0.0,0.0
76,5009270,1,0,0,0.0,0.09883720930232559,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.41284040083790974,0.8454383282364933,1,0,1,0,Laborers,0.05263157894736842,"[5009270, 5009271, 5009272, 5009274, 5009275, 5009276, 5009277]",0.0,0.0,0.0,0.0
77,5009278,0,0,0,0.0,0.06686046511627908,Working,Secondary / secondary special,Civil marriage,House / apartment,0.4331653739455358,0.6942533129459735,1,0,1,0,Cleaning staff,0.05263157894736842,"[5009278, 5009279, 5009280, 5009281, 5009284, 5009285, 5009286, 5009287, 5009289, 5009290, 5009291, 5009292, 5009293, 5009294]",0.0,1.0,1.0,0.0
78,5009295,0,0,0,0.0,0.07558139534883722,Pensioner,Secondary / secondary special,Married,House / apartment,0.7672535809318914,24.270897043832825,1,0,1,0,Null,0.05263157894736842,"[5009295, 5009296]",0.0,0.0,0.0,0.0
79,5009297,0,0,0,0.0,0.10755813953488372,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.4874596614391665,0.8821992864424058,1,0,1,0,Laborers,0.0,"[5009297, 5009299, 5009300, 5009301]",0.0,1.0,1.0,1.0
80,5009302,0,0,0,0.0,0.055232558139534885,Pensioner,Secondary / secondary special,Widow,House / apartment,0.8250014153880993,24.270897043832825,1,0,0,0,Null,0.0,"[5009302, 5009303, 5009304, 5009305]",0.0,0.0,0.0,0.0
81,5009306,0,1,0,0.0,0.06976744186046512,Pensioner,Secondary / secondary special,Married,House / apartment,0.7162429938289079,24.270897043832825,1,0,1,1,Null,0.05263157894736842,"[5009306, 5009307, 5009308, 5009309, 5009310, 5009311, 5009312, 5009313, 5009314, 5009315, 5009316, 5009317, 5009318, 5009319]",0.0,1.0,1.0,0.0
82,5009325,1,1,0,0.0,0.1555232558139535,Working,Higher education,Married,House / apartment,0.7644228047330577,0.6999235474006116,1,0,1,0,Laborers,0.05263157894736842,"[5009325, 5009327, 5009328, 5009329, 5009330, 5009331, 5009332, 5009333]",0.0,1.0,1.0,0.0
83,5009335,0,0,0,0.0,0.07267441860465117,Working,Higher education,Separated,House / apartment,0.49334767593274065,0.5487385321100917,1,0,0,0,Managers,0.0,"[5009335, 5009336, 5009337]",0.0,0.0,1.0,0.0
84,5009338,1,0,0,0.0,0.02616279069767442,Working,Secondary / secondary special,Married,House / apartment,0.633244635679103,0.6631625891946993,1,1,1,0,Security staff,0.05263157894736842,"[5009338, 5009339]",1.0,1.0,1.0,1.0
85,5009340,1,1,0,0.0,0.14534883720930233,Working,Secondary / secondary special,Married,House / apartment,0.18462322368793516,0.8454383282364933,1,0,0,0,High skill tech staff,0.05263157894736842,"[5009340, 5009341, 5009342, 5009343, 5009344, 5009345, 5009346]",0.0,0.0,0.0,0.0
86,5009349,1,0,0,0.0,0.09883720930232559,Commercial associate,Lower secondary,Married,House / apartment,0.7737077506652323,0.9928007135575942,1,0,1,0,Drivers,0.05263157894736842,"[5009349, 5009354]",1.0,1.0,1.0,1.0
87,5009355,0,0,0,0.0,0.06976744186046512,Commercial associate,Secondary / secondary special,Married,House / apartment,0.6908792390873577,0.665137614678899,1,1,1,0,Laborers,0.05263157894736842,"[5009355, 5009358]",0.0,0.0,0.0,0.0
88,5009359,0,1,0,0.0,0.563953488372093,Working,Higher education,Single / not married,House / apartment,0.6552680745060295,0.5293705402650357,1,0,0,0,Managers,0.0,"[5009359, 5009360]",1.0,1.0,1.0,1.0
89,5009361,1,1,0,0.0,0.09883720930232559,Commercial associate,Higher education,Civil marriage,House / apartment,0.41770933589990367,0.9637487257900101,1,1,0,0,Drivers,0.05263157894736842,"[5009361, 5009362, 5009363, 5009364, 5009365, 5009366, 5009367]",1.0,1.0,1.0,1.0
90,5009368,1,1,0,0.0,0.05703488372093024,Pensioner,Secondary / secondary special,Married,House / apartment,0.8887504953858347,24.270897043832825,1,0,1,1,Null,0.05263157894736842,"[5009368, 5009369, 5009370, 5009371, 5009372, 5009373]",1.0,1.0,1.0,1.0
91,5009378,0,0,0,0.10526315789473684,0.12790697674418605,Working,Higher education,Married,House / apartment,0.21468606691954928,0.8899719673802242,1,1,0,1,Core staff,0.15789473684210525,[5009378],0.0,0.0,0.0,0.0
92,5009379,1,1,0,0.05263157894736842,0.06976744186046512,Working,Secondary / secondary special,Married,House / apartment,0.1098907320387249,0.9249490316004078,1,1,0,0,Sales staff,0.10526315789473684,"[5009379, 5009380, 5009381, 5009382]",1.0,1.0,1.0,0.0
93,5009383,0,0,0,0.0,0.2732558139534884,State servant,Higher education,Married,House / apartment,0.4092736228273792,0.6457059123343527,1,0,1,0,Managers,0.05263157894736842,"[5009383, 5009384, 5009386, 5009387]",0.0,0.0,0.0,0.0
94,5009389,1,0,0,0.0,0.16279069767441862,State servant,Higher education,Single / not married,House / apartment,0.2011549566891241,0.7988659531090724,1,0,0,0,Core staff,0.0,"[5009389, 5009391, 5009392, 5009393, 5009394, 5009395]",0.0,1.0,1.0,1.0
95,5009396,0,0,0,0.05263157894736842,0.03197674418604651,Working,Higher education,Civil marriage,House / apartment,0.28404008379097545,0.9695463812436289,1,1,0,0,Accountants,0.10526315789473684,"[5009396, 5009397, 5009398, 5009399, 5009400, 5009401]",0.0,0.0,0.0,0.0
96,5009402,1,0,0,0.0,0.11337209302325582,Commercial associate,Secondary / secondary special,Married,House / apartment,0.7425125969540847,0.9850280326197758,1,1,1,0,Security staff,0.05263157894736842,"[5009402, 5009403]",0.0,0.0,0.0,0.0
97,5009404,0,0,0,0.10526315789473684,0.02616279069767442,Commercial associate,Higher education,Married,House / apartment,0.16090131914170858,0.9734964322120285,1,0,1,0,Core staff,0.15789473684210525,[5009404],0.0,0.0,0.0,0.0
98,5009405,1,0,0,0.0,0.13372093023255816,Working,Incomplete higher,Married,House / apartment,0.36426428126592303,0.8551860346585117,1,1,1,0,Drivers,0.05263157894736842,"[5009405, 5009406, 5009408, 5009410, 5112901]",0.0,0.0,0.0,0.0
99,5009415,0,0,0,0.0,0.040697674418604654,Working,Secondary / secondary special,Single / not married,House / apartment,0.668912415784408,0.9715214067278287,1,1,1,0,Core staff,0.0,"[5009415, 5009416, 5009417, 5009418, 5009419, 5009420, 5009421]",1.0,1.0,1.0,1.0
100,5009423,0,0,0,0.0,0.034883720930232565,Working,Secondary / secondary special,Civil marriage,House / apartment,0.6839155296382267,0.9365443425076453,1,0,0,0,Security staff,0.05263157894736842,[5009423],0.0,0.0,0.0,0.0
101,5009424,1,0,0,0.0,0.05232558139534883,Working,Secondary / secondary special,Single / not married,Co-op apartment,0.039234558115835316,0.9171763506625892,1,1,0,0,Cooking staff,0.0,"[5009424, 5009425]",0.0,1.0,1.0,1.0
102,5009426,1,0,0,0.0,0.046511627906976744,Pensioner,Secondary / secondary special,Married,House / apartment,0.7051463511294798,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5009426, 5009427]",0.0,0.0,0.0,0.0
103,5009428,1,0,0,0.0,0.11046511627906977,Working,Secondary / secondary special,Single / not married,With parents,0.06612693200475561,0.9269240570846076,1,1,0,0,Laborers,0.0,"[5009428, 5009429]",0.0,0.0,0.0,0.0
104,5009431,1,1,0,0.0,0.21511627906976746,State servant,Higher education,Married,Municipal apartment,0.4158976391326501,0.9249490316004078,1,1,1,0,Drivers,0.05263157894736842,[5009431],0.0,0.0,0.0,0.0
105,5009435,0,0,0,0.0,0.06976744186046512,Pensioner,Secondary / secondary special,Married,House / apartment,0.704919889033573,24.270897043832825,1,0,1,0,Null,0.05263157894736842,"[5009435, 5090746]",0.0,0.0,0.0,0.0
106,5009436,0,0,0,0.0,0.03197674418604651,Pensioner,Secondary / secondary special,Married,House / apartment,0.9053388439110004,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5009436, 5009437, 5009438, 5009439, 5009440]",1.0,1.0,1.0,0.0
